SalePrice,_MSSubClass,_MSZoning,_LotFrontage,_LotArea,_Street,_Alley,_LotShape,_LandContour,_LandContour_IsFlat,_Utilities,_LotConfig,_LandSlope,_Neighborhood,_Condition_Artery,_Condition_Feedr,_Condition_Norm,_Condition_RRNn,_Condition_RRAn,_Condition_PosN,_Condition_PosA,_Condition_RRNe,_Condition_RRAe,_BldgType,_HouseStyle,_OverallQual,_OverallCond,_YearBuilt,_YearRemodAdd,_BuildingAge,_YearsFromRemod,_RoofStyle,_RoofMatl,_Exterior_AsbShng,_Exterior_AsphShn,_Exterior_BrkComm,_Exterior_BrkFace,_Exterior_CBlock,_Exterior_CemntBd,_Exterior_HdBoard,_Exterior_ImStucc,_Exterior_MetalSd,_Exterior_Plywood,_Exterior_Other,_Exterior_Stone,_Exterior_Stucco,_Exterior_VinylSd,_Exterior_WdSdng,_Exterior_WdShing,_MasVnrType_BrkCmn,_MasVnrType_BrkFace,_MasVnrType_CBlock,_MasVnrType_Stone,_MasVnrArea,_ExterQual,_ExterCond,_Foundation,_BsmtQual,_BsmtCond,_BsmtExposure,_BsmtFinType1,_BsmtFinSF1,_BsmtFinType2,_BsmtFinSF2,_BsmtUnfSF,_TotalBsmtSF,_Heating,_HeatingQC,_CentralAir,_Electrical,_1stFlrSF,_2ndFlrSF,_LowQualFinSF,_GrLivArea,_BsmtFullBath,_BsmtHalfBath,_FullBath,_HalfBath,_BedroomAbvGr,_KitchenAbvGr,_KitchenQual,_TotRmsAbvGrd,_Functional,_Fireplaces,_FireplaceQu,_GarageType_2Types,_GarageType_Attchd,_GarageType_Basment,_GarageType_BuiltIn,_GarageType_CarPort,_GarageType_Detchd,_GarageYrBlt,_GarageAge,_GarageFinish,_GarageCars,_GarageArea,_GarageQual,_GarageCond,_PavedDrive,_WoodDeckSF,_OpenPorchSF,_EnclosedPorch,_3SsnPorch,_ScreenPorch,_PoolArea,_PoolQC,_Fence,_MiscFeature_Elev,_MiscFeature_Gar2,_MiscFeature_Shed,_MiscFeature_TenC,_MiscVal,_MoSold,_QuarterSold,_YrSold,_SaleType_WD,_SaleType_CWD,_SaleType_VWD,_SaleType_New,_SaleType_COD,_SaleType_Con,_SaleType_ConLw,_SaleType_ConLI,_SaleType_ConLD,_SaleCondition_Normal,_SaleCondition_Abnorml,_SaleCondition_AdjLand,_SaleCondition_Alloca,_SaleCondition_Family,_SaleCondition_Partial
178000,70_,RM,60.0,9600.0,1.0,1.0,3.0,Lvl,1,3.0,Inside,2.0,OldTown,0,0,1,0,0,0,0,0,0,1Fam,2Story,7.0,7.0,1925.0,1990.0,81,16,Gable,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2.0,2.0,BrkTil,3,4,1,2,16.0,1,0.0,712.0,728.0,GasA,4.0,1,4.0,832.0,809.0,0.0,1641.0,0.0,1.0,1.0,1.0,3.0,1.0,4.0,6.0,7.0,1.0,3,0,0,0,0,0,1,1925.0,81.0,1,2,546,2,3,2.0,0,0,234,0,0,0,0,0,0,0,0,0,0,8.0,3.0,2006.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
188500,60_,RL,71.0,7795.0,1.0,0.0,2.0,Lvl,1,3.0,Inside,2.0,Gilbert,0,0,1,0,0,0,0,0,0,1Fam,2Story,7.0,5.0,2004.0,2005.0,5,4,Gable,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,3.0,2.0,PConc,4,3,1,6,425.0,1,0.0,291.0,716.0,GasA,4.0,1,4.0,716.0,716.0,0.0,1432.0,1.0,0.0,2.0,1.0,3.0,1.0,3.0,6.0,7.0,1.0,3,0,1,0,0,0,0,2004.0,5.0,3,2,432,3,3,2.0,100,51,0,0,0,0,0,0,0,0,0,0,0,7.0,3.0,2009.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
260000,60_,RL,94.0,13005.0,1.0,0.0,2.0,Lvl,1,3.0,Corner,2.0,NWAmes,0,0,1,0,0,0,0,0,0,1Fam,2Story,7.0,7.0,1980.0,1980.0,29,29,Gable,CompShg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,278.0,3.0,2.0,CBlock,4,3,1,6,692.0,1,0.0,153.0,845.0,GasA,2.0,1,4.0,1153.0,1200.0,0.0,2353.0,1.0,0.0,2.0,1.0,4.0,1.0,4.0,10.0,7.0,1.0,2,0,1,0,0,0,0,1983.0,26.0,2,2,484,3,3,2.0,288,195,0,0,0,0,0,4,0,0,0,0,0,8.0,3.0,2009.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
270000,60_,FV,75.0,9000.0,1.0,0.0,3.0,Lvl,1,3.0,Inside,2.0,Somerst,0,0,1,0,0,0,0,0,0,1Fam,2Story,8.0,5.0,2006.0,2006.0,1,1,Gable,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,3.0,2.0,PConc,4,3,3,1,0.0,1,0.0,1088.0,1088.0,GasA,4.0,1,4.0,1088.0,871.0,0.0,1959.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,8.0,7.0,1.0,3,0,1,0,0,0,0,2006.0,1.0,2,3,1025,3,3,2.0,208,46,0,0,0,0,0,0,0,0,0,0,0,12.0,4.0,2007.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
260000,60_,RL,90.0,9900.0,1.0,0.0,3.0,Low,0,3.0,Inside,1.0,NoRidge,0,0,1,0,0,0,0,0,0,1Fam,2Story,7.0,5.0,1993.0,1993.0,16,16,Gable,CompShg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,256.0,3.0,2.0,PConc,4,3,4,6,987.0,1,0.0,360.0,1347.0,GasA,4.0,1,4.0,1372.0,1274.0,0.0,2646.0,1.0,0.0,2.0,1.0,4.0,1.0,3.0,9.0,7.0,1.0,2,0,1,0,0,0,0,1993.0,16.0,2,3,656,3,3,2.0,340,60,144,0,0,0,0,0,0,0,0,0,0,4.0,2.0,2009.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
187500,80_,RL,,14115.0,1.0,0.0,3.0,Lvl,1,3.0,Inside,2.0,NWAmes,0,0,1,0,0,0,0,0,0,1Fam,SLvl,7.0,5.0,1980.0,1980.0,29,29,Gable,CompShg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,225.0,2.0,2.0,CBlock,4,3,3,6,1036.0,1,0.0,336.0,1372.0,GasA,2.0,1,4.0,1472.0,0.0,0.0,1472.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,6.0,7.0,2.0,2,0,1,0,0,0,0,1980.0,29.0,1,2,588,3,3,2.0,233,48,0,0,0,0,0,0,0,0,0,0,0,6.0,2.0,2009.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
342643,60_,RL,111.0,16259.0,1.0,0.0,3.0,Lvl,1,3.0,Corner,2.0,NridgHt,0,0,1,0,0,0,0,0,0,1Fam,2Story,9.0,5.0,2006.0,2006.0,0,0,Gable,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,370.0,2.0,2.0,PConc,5,4,3,1,0.0,1,0.0,1249.0,1249.0,GasA,4.0,1,4.0,1249.0,1347.0,0.0,2596.0,0.0,0.0,3.0,1.0,4.0,1.0,3.0,9.0,7.0,0.0,0,0,1,0,0,0,0,2006.0,0.0,2,3,840,3,3,2.0,240,154,0,0,0,0,0,0,0,0,0,0,0,9.0,3.0,2006.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
354000,60_,RL,99.0,12099.0,1.0,0.0,2.0,Lvl,1,3.0,Inside,2.0,NridgHt,0,0,1,0,0,0,0,0,0,1Fam,2Story,8.0,5.0,2004.0,2004.0,3,3,Gable,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,388.0,3.0,2.0,PConc,5,3,3,6,970.0,1,0.0,166.0,1136.0,GasA,4.0,1,4.0,1136.0,1332.0,0.0,2468.0,1.0,0.0,2.0,1.0,4.0,1.0,3.0,10.0,7.0,1.0,3,0,0,0,1,0,0,2004.0,3.0,3,3,872,3,3,2.0,184,154,0,0,0,0,0,0,0,0,0,0,0,6.0,2.0,2007.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
301000,60_,RL,86.0,10380.0,1.0,0.0,2.0,Lvl,1,3.0,Inside,2.0,SawyerW,0,0,1,0,0,0,0,0,0,1Fam,2Story,7.0,5.0,1986.0,1987.0,21,20,Gable,CompShg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,172.0,3.0,2.0,CBlock,3,3,4,2,28.0,5,1474.0,0.0,1502.0,GasA,4.0,1,4.0,1553.0,1177.0,0.0,2730.0,1.0,0.0,2.0,1.0,4.0,1.0,3.0,8.0,7.0,1.0,2,0,1,0,0,0,0,1987.0,20.0,3,2,576,3,3,2.0,201,96,0,0,0,0,0,3,0,0,0,0,0,8.0,3.0,2007.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
126175,20_,RM,49.0,5820.0,1.0,0.0,3.0,Lvl,1,3.0,Inside,2.0,OldTown,0,0,1,0,0,0,0,0,0,1Fam,1Story,3.0,8.0,1955.0,2005.0,51,1,Gable,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,2.0,3.0,CBlock,3,3,1,5,256.0,1,0.0,906.0,1162.0,GasA,4.0,1,4.0,1163.0,0.0,0.0,1163.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,6.0,7.0,0.0,0,0,1,0,0,0,0,1955.0,51.0,1,1,220,2,3,2.0,142,98,0,0,0,0,0,0,0,0,0,0,0,7.0,3.0,2006.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
242000,80_,RL,96.0,11275.0,1.0,0.0,3.0,Lvl,1,3.0,Corner,2.0,NAmes,0,0,1,0,0,1,0,0,0,1Fam,SLvl,7.0,7.0,1967.0,2007.0,43,3,Mansard,WdShake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,300.0,3.0,3.0,CBlock,4,3,1,1,0.0,1,0.0,710.0,710.0,GasA,4.0,1,4.0,1898.0,1080.0,0.0,2978.0,0.0,0.0,2.0,1.0,5.0,1.0,3.0,11.0,7.0,1.0,3,0,0,0,1,0,0,1961.0,49.0,3,2,564,3,3,2.0,240,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2.0,2010.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87000,45_,RM,50.0,5000.0,1.0,0.0,3.0,Lvl,1,3.0,Inside,2.0,IDOTRR,0,0,1,0,0,0,0,0,1,1Fam,1.5Unf,5.0,6.0,1941.0,1950.0,66,57,Gable,CompShg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,CBlock,3,3,3,4,116.0,1,0.0,604.0,720.0,GasA,0.0,0,2.0,803.0,0.0,0.0,803.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,5.0,7.0,0.0,0,0,0,0,0,0,1,1941.0,66.0,1,2,360,3,3,2.0,0,0,244,0,0,0,0,0,0,0,0,0,0,12.0,4.0,2007.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
324000,120_,RL,32.0,10846.0,1.0,0.0,2.0,Lvl,1,3.0,CulDSac,2.0,Veenker,0,0,1,0,0,0,0,0,0,TwnhsE,1Story,8.0,5.0,1993.0,1993.0,15,15,Gable,CompShg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,2.0,PConc,4,3,4,6,1619.0,1,0.0,100.0,1719.0,GasA,4.0,1,4.0,1719.0,0.0,0.0,1719.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,6.0,7.0,2.0,3,0,1,0,0,0,0,1993.0,15.0,3,2,473,3,3,2.0,122,30,0,0,0,0,0,0,0,0,0,0,0,5.0,2.0,2008.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
145250,20_,RL,80.0,11600.0,1.0,0.0,3.0,Lvl,1,3.0,Inside,2.0,NAmes,0,0,1,0,0,0,0,0,0,1Fam,1Story,6.0,5.0,1960.0,1960.0,46,46,Hip,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,175.0,2.0,2.0,CBlock,3,3,1,3,565.0,1,0.0,818.0,1383.0,GasA,2.0,1,4.0,1383.0,0.0,0.0,1383.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,7.0,7.0,0.0,0,0,1,0,0,0,0,1960.0,46.0,2,1,292,3,3,2.0,0,45,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,2006.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
214500,75_,RL,,11888.0,1.0,2.0,2.0,Bnk,0,3.0,Inside,2.0,BrkSide,0,0,1,0,0,1,0,0,0,1Fam,2.5Unf,6.0,6.0,1916.0,1994.0,93,15,Gable,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2.0,2.0,BrkTil,3,3,1,1,0.0,1,0.0,844.0,844.0,GasA,3.0,0,3.0,1445.0,689.0,0.0,2134.0,0.0,0.0,2.0,0.0,5.0,1.0,3.0,10.0,7.0,0.0,0,0,0,0,0,0,1,1930.0,79.0,1,2,441,3,3,2.0,0,60,268,0,0,0,0,0,0,0,0,0,0,7.0,3.0,2009.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78000,70_,RM,60.0,6402.0,1.0,0.0,3.0,Lvl,1,3.0,Corner,2.0,IDOTRR,0,0,1,0,0,0,0,0,0,1Fam,2Story,5.0,5.0,1920.0,1950.0,89,59,Gable,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2.0,2.0,PConc,3,3,2,1,0.0,1,0.0,596.0,596.0,GasA,2.0,0,4.0,596.0,596.0,0.0,1192.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,6.0,7.0,0.0,0,0,0,0,0,0,1,1920.0,89.0,1,1,189,2,2,0.0,0,0,137,0,0,0,0,2,0,0,0,0,0,7.0,3.0,2009.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
119000,90_,RL,,10624.0,1.0,0.0,2.0,Lvl,1,3.0,Inside,2.0,NAmes,0,0,1,0,0,0,0,0,0,Duplex,1Story,5.0,4.0,1964.0,1964.0,43,43,Gable,CompShg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,84.0,2.0,2.0,CBlock,3,3,1,6,40.0,3,264.0,1424.0,1728.0,GasA,2.0,1,4.0,1728.0,0.0,0.0,1728.0,0.0,1.0,2.0,0.0,6.0,2.0,2.0,10.0,7.0,0.0,0,0,0,0,0,0,1,2002.0,5.0,1,1,352,3,3,2.0,155,0,0,0,0,0,0,0,0,0,0,0,0,11.0,4.0,2007.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
139000,20_,RL,70.0,8176.0,1.0,0.0,3.0,Lvl,1,3.0,Inside,2.0,NAmes,0,0,1,0,0,0,0,0,0,1Fam,1Story,5.0,6.0,1958.0,1992.0,49,15,Gable,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2.0,2.0,CBlock,3,3,1,3,846.0,1,0.0,210.0,1056.0,GasA,1.0,1,4.0,1056.0,0.0,0.0,1056.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,6.0,7.0,0.0,0,0,1,0,0,0,0,1958.0,49.0,2,1,308,3,3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,3.0,2007.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
284000,20_,RL,85.0,10655.0,1.0,0.0,2.0,Lvl,1,3.0,Inside,2.0,NridgHt,0,0,1,0,0,0,0,0,0,1Fam,1Story,8.0,5.0,2003.0,2004.0,6,5,Gable,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,296.0,3.0,2.0,PConc,4,3,1,6,1124.0,0,479.0,1603.0,3206.0,GasA,4.0,1,4.0,1629.0,0.0,0.0,1629.0,1.0,0.0,2.0,0.0,3.0,1.0,3.0,7.0,7.0,1.0,3,0,1,0,0,0,0,2003.0,6.0,2,3,880,3,3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,4.0,2009.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
207000,120_,RM,59.0,8198.0,1.0,0.0,3.0,Lvl,1,3.0,FR3,2.0,NridgHt,0,0,1,0,0,0,0,0,0,TwnhsE,1Story,7.0,5.0,2004.0,2004.0,4,4,Gable,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,146.0,3.0,2.0,PConc,4,3,3,6,720.0,1,0.0,638.0,1358.0,GasA,4.0,1,4.0,1358.0,0.0,0.0,1358.0,1.0,0.0,2.0,0.0,2.0,1.0,3.0,6.0,7.0,1.0,3,0,1,0,0,0,0,2004.0,4.0,2,2,484,3,3,2.0,192,30,0,0,0,0,0,0,0,0,0,0,0,7.0,3.0,2008.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
192000,60_,RL,59.0,9042.0,1.0,0.0,2.0,Lvl,1,3.0,Inside,2.0,Gilbert,0,0,1,0,0,0,0,0,0,1Fam,2Story,6.0,5.0,1998.0,1998.0,10,10,Gable,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,2.0,2.0,PConc,4,3,4,6,828.0,1,0.0,115.0,943.0,GasA,3.0,1,4.0,943.0,695.0,0.0,1638.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,7.0,7.0,2.0,2,0,1,0,0,0,0,1998.0,10.0,3,2,472,3,3,2.0,100,38,0,0,0,0,0,0,0,0,0,0,0,7.0,3.0,2008.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
228950,190_,RL,,164660.0,0.0,0.0,2.0,HLS,0,3.0,Corner,0.0,Timber,0,0,1,0,0,0,0,0,0,2fmCon,1.5Fin,5.0,6.0,1965.0,1965.0,43,43,Gable,CompShg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,CBlock,3,3,4,5,1249.0,4,147.0,103.0,1499.0,GasA,4.0,1,4.0,1619.0,167.0,0.0,1786.0,2.0,0.0,2.0,0.0,3.0,1.0,2.0,7.0,7.0,2.0,3,0,1,0,0,0,0,1965.0,43.0,3,2,529,3,3,2.0,670,0,0,0,0,0,0,0,0,0,1,0,700,8.0,3.0,2008.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
377426,20_,RL,86.0,14157.0,1.0,0.0,2.0,HLS,0,3.0,Corner,2.0,StoneBr,0,0,1,0,0,0,0,0,0,1Fam,1Story,9.0,5.0,2005.0,2006.0,2,1,Hip,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,200.0,3.0,2.0,PConc,5,3,4,6,1249.0,1,0.0,673.0,1922.0,GasA,4.0,1,4.0,1922.0,0.0,0.0,1922.0,1.0,0.0,2.0,0.0,3.0,1.0,3.0,8.0,7.0,1.0,3,0,1,0,0,0,0,2005.0,2.0,3,3,676,3,3,2.0,178,51,0,0,0,0,0,0,0,0,0,0,0,7.0,3.0,2007.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
214000,20_,RL,70.0,9135.0,1.0,0.0,3.0,Lvl,1,3.0,Inside,2.0,CollgCr,0,0,1,0,0,0,0,0,0,1Fam,1Story,7.0,5.0,2002.0,2003.0,6,5,Gable,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,113.0,3.0,2.0,PConc,4,3,3,6,810.0,1,0.0,726.0,1536.0,GasA,4.0,1,4.0,1536.0,0.0,0.0,1536.0,1.0,0.0,2.0,0.0,3.0,1.0,3.0,7.0,7.0,0.0,0,0,1,0,0,0,0,2002.0,6.0,2,2,532,3,3,2.0,192,74,0,0,0,0,0,0,0,0,0,0,0,12.0,4.0,2008.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
202500,20_,RL,91.0,14145.0,1.0,0.0,3.0,Lvl,1,3.0,Corner,2.0,NWAmes,0,0,1,0,0,0,0,0,0,1Fam,1Story,7.0,7.0,1984.0,1998.0,22,8,Gable,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,3.0,2.0,CBlock,4,3,2,5,213.0,1,0.0,995.0,1208.0,GasA,4.0,1,4.0,1621.0,0.0,0.0,1621.0,1.0,0.0,2.0,0.0,3.0,1.0,3.0,8.0,7.0,0.0,0,0,1,0,0,0,0,1984.0,22.0,2,2,440,3,3,2.0,108,45,0,0,0,0,0,0,0,0,1,0,400,5.0,2.0,2006.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
155000,20_,RL,66.0,12400.0,1.0,0.0,2.0,Lvl,1,3.0,Inside,2.0,NAmes,0,1,1,0,0,0,0,0,0,1Fam,1Story,6.0,7.0,1958.0,1998.0,51,11,Hip,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,176.0,2.0,2.0,CBlock,3,2,1,3,585.0,1,0.0,630.0,1215.0,GasA,2.0,1,3.0,1215.0,0.0,0.0,1215.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,6.0,7.0,0.0,0,0,1,0,0,0,0,1958.0,51.0,1,1,297,3,3,2.0,0,0,0,0,234,0,0,0,0,0,0,0,0,6.0,2.0,2009.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
202900,60_,RL,85.0,14191.0,1.0,0.0,3.0,Lvl,1,3.0,Inside,2.0,Timber,0,0,1,0,0,0,0,0,0,1Fam,2Story,8.0,5.0,2002.0,2002.0,8,8,Gable,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,3.0,2.0,PConc,4,3,1,1,0.0,1,0.0,967.0,967.0,GasA,4.0,1,4.0,993.0,915.0,0.0,1908.0,0.0,0.0,2.0,1.0,4.0,1.0,3.0,9.0,7.0,0.0,0,0,1,0,0,0,0,2002.0,8.0,3,2,431,3,3,2.0,135,0,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,2010.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
82000,20_,RH,60.0,8400.0,1.0,0.0,3.0,Lvl,1,3.0,Inside,2.0,SawyerW,0,1,1,0,0,0,0,0,0,1Fam,1Story,4.0,4.0,1950.0,1950.0,59,59,Gable,CompShg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,CBlock,3,2,1,1,0.0,1,0.0,721.0,721.0,GasA,3.0,1,4.0,841.0,0.0,0.0,841.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,4.0,7.0,0.0,0,0,0,0,0,1,0,1950.0,59.0,1,1,294,3,3,0.0,250,0,24,0,0,0,0,0,0,0,0,0,0,9.0,3.0,2009.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87500,90_,RL,,8544.0,1.0,0.0,3.0,Lvl,1,3.0,Inside,2.0,NAmes,0,0,1,0,0,0,0,0,0,Duplex,1Story,3.0,4.0,1949.0,1950.0,57,56,Gable,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,340.0,2.0,2.0,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,Wall,1.0,0,3.0,1040.0,0.0,0.0,1040.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,6.0,7.0,0.0,0,0,0,0,0,0,1,1949.0,57.0,1,2,400,3,3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2.0,2006.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
266000,120_,RL,63.0,8849.0,1.0,0.0,2.0,Lvl,1,3.0,Inside,2.0,NridgHt,0,0,1,0,0,0,0,0,0,TwnhsE,1Story,9.0,5.0,2005.0,2005.0,3,3,Hip,CompShg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,616.0,4.0,2.0,PConc,5,3,1,6,28.0,1,0.0,1656.0,1684.0,GasA,4.0,1,4.0,1684.0,0.0,0.0,1684.0,0.0,0.0,2.0,0.0,2.0,1.0,4.0,6.0,7.0,1.0,4,0,1,0,0,0,0,2005.0,3.0,2,2,564,3,3,2.0,495,72,0,0,0,0,0,0,0,0,0,0,0,7.0,3.0,2008.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
85000,160_,RM,36.0,2592.0,1.0,0.0,3.0,Lvl,1,3.0,Inside,2.0,MeadowV,0,0,1,0,0,0,0,0,0,TwnhsE,2Story,5.0,3.0,1976.0,1976.0,34,34,Gable,CompShg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,CBlock,4,3,1,3,129.0,4,232.0,175.0,536.0,GasA,2.0,1,4.0,536.0,576.0,0.0,1112.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,4.0,7.0,0.0,0,0,1,0,0,0,0,1976.0,34.0,1,1,336,3,3,2.0,182,0,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,2010.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
140200,50_,RL,65.0,6435.0,1.0,0.0,3.0,Lvl,1,3.0,Inside,2.0,BrkSide,0,0,1,0,1,0,0,0,0,1Fam,1.5Fin,6.0,5.0,1939.0,1950.0,67,56,Gable,CompShg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,BrkTil,3,3,1,1,0.0,1,0.0,972.0,972.0,GasA,3.0,1,4.0,972.0,605.0,0.0,1577.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,6.0,7.0,1.0,3,0,0,0,0,0,1,1939.0,67.0,1,1,312,3,3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,4.0,2006.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
151500,20_,RL,,12772.0,1.0,0.0,2.0,Lvl,1,3.0,CulDSac,2.0,NAmes,0,0,1,0,0,0,0,0,0,1Fam,1Story,6.0,8.0,1960.0,1998.0,47,9,Hip,CompShg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,3.0,CBlock,3,3,2,4,498.0,1,0.0,460.0,958.0,GasA,2.0,1,4.0,958.0,0.0,0.0,958.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,5.0,7.0,0.0,0,0,1,0,0,0,0,1960.0,47.0,2,1,301,3,3,2.0,0,0,0,0,0,0,0,0,0,1,0,0,15500,4.0,2.0,2007.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
157500,20_,RL,,17600.0,1.0,0.0,2.0,Lvl,1,3.0,Inside,2.0,NAmes,0,0,1,0,0,0,0,0,0,1Fam,1Story,6.0,5.0,1960.0,1960.0,49,49,Gable,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,30.0,2.0,2.0,CBlock,3,3,1,4,1270.0,1,0.0,208.0,1478.0,GasA,4.0,1,3.0,1478.0,0.0,0.0,1478.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,6.0,7.0,2.0,3,0,1,0,0,0,0,1960.0,49.0,1,2,498,3,3,2.0,0,40,0,0,0,0,0,0,0,0,0,0,0,12.0,4.0,2009.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
